customer_city,delivery_delay,geolocation_lat,geolocation_lng,seller_city,seller_state,price
Barra Do Tarrachil,-19.0,-13.00910117780522,-38.525978987269255,,,
Barra Do Turvo,-2.6666666666666665,-24.77071227279695,-48.50131051256669,,,
Barra Dos Coqueiros,8.0,-10.909367806802333,-37.028573479704285,,,
Barra Longa,-15.0,-20.2834424268266,-43.0396678512218,,,
Barracao,-14.0,-27.203200915139533,-52.18292870326142,,,
Barras,-3.0,-4.243175377815742,-42.2941294052345,,,
Barreira,-17.0,-4.291005351763954,-38.64208565510452,,,
Barreiras,-11.383124287343216,-12.144732802974303,-44.98783693654475,,,
Barreirinhas,-26.5,-2.7579807326258368,-42.832358897857524,,,
Barreiros,-17.0,-8.814368253769993,-35.19723982194832,,,
Barro,-8.75,-7.174831793861531,-38.77837706866113,,,
Barro Preto,-13.0,-14.808885344555364,-39.47327128746456,,,
Barrocas,-18.0,-11.53152498745067,-39.07728418355005,,,
Barrolandia,-13.0,-9.835547680795925,-48.72605594606052,,,
Barros Cassal,-12.333333333333334,-29.092080321492606,-52.58603232582371,,,
Barroso,-15.818181818181818,-21.19124757786907,-43.974961269698596,,,
Bastos,-16.764705882352942,-21.921338855590662,-50.73222682174188,,,
Bataguassu,-14.4,-21.715614146716256,-52.422999548926136,,,
Bataipora,-17.0,-22.296790222960677,-53.26950374476603,,,
Batalha,-18.333333333333332,-9.674351094872716,-37.12751526212655,,,
Bataypora,-17.5,-22.296790222960677,-53.26950374476603,,,
Baturite,-14.333333333333334,-4.334208956452193,-38.877913276763664,,,
Bayeux,-24.975206611570247,-7.12870896866667,-34.919830864865965,,,
Beberibe,-2.3333333333333335,-4.183832622571463,-38.1225329145122,,,
Bela Cruz,-22.0,-3.0560327591091387,-40.171866658830716,,,
Bela Vista,-12.0,-22.100317034330608,-56.53836414740583,,,
Bela Vista De Goias,-16.571428571428573,-16.970918667282035,-48.950755621245726,,,
Bela Vista De Minas,-9.0,-19.827973971984626,-43.090555321699455,,,
Bela Vista Do Maranhao,10.0,-3.745510783287011,-45.26184452595952,,,
Bela Vista Do Paraiso,-17.333333333333332,-22.993306391894116,-51.19589828093137,,,
Belem,-15.370484667359667,-1.433808345066954,-48.46066008232615,,,
Belem Do Sao Francisco,-19.0,-8.733541971693962,-38.96061950846018,,,
Belmonte,-8.923076923076923,-17.128608153388175,-40.57509726243437,,,
Belo Campo,-18.666666666666668,-15.036468550636899,-41.2603241180289,,,
Belo Jardim,-18.100591715976332,-8.33498685611736,-36.422435275232736,,,
Belo Oriente,-19.2,-19.236113088197445,-42.47886282935283,,,
Belo Vale,-24.333333333333332,-20.411093703446248,-44.02543648600369,,,
Benedito Leite,-2.0,-7.2185315166586035,-44.55507182209266,,,
Benedito Novo,-15.833333333333334,-26.782478490647716,-49.37767694729162,,,
Benevides,-2.5,-1.349657293364552,-48.25646592192597,,,
Bento De Abreu,-18.5,-21.273104879776337,-50.8113045140263,,,
Bequimao,-15.0,-2.4504015654033657,-44.787483395902214,,,
Berilo,-9.0,-16.918031460404087,-42.481529320785285,,,
Berizal,-8.0,-15.620775849500257,-41.74614100816568,,,
Bernardino De Campos,-12.0,-23.015406781344694,-49.477124428129386,,,
Bertolinia,-13.0,-7.639713116099053,-43.95252058670906,,,
Bertopolis,10.0,-17.027409747481066,-40.55576147146938,,,
Bezerros,-17.7,-8.23678991869347,-35.75451441331494,,,
Bias Fortes,-14.5,-21.607145357582965,-43.75713266137063,,,
Bicas,-15.285714285714286,-21.71920720413796,-43.065615239378594,,,
Biguacu,-9.310985915492958,-27.507084712763017,-48.64698561160634,,,
Bilac,-17.428571428571427,-21.40297437768646,-50.47485386319769,,,
Biritiba-Mirim,-17.7,-23.574641374392762,-46.03994895335151,,,
Biritinga,-14.0,-11.621555345126012,-38.80810698947632,,,
Bituruna,-12.0,-26.160122068949537,-51.54873601781561,,,
Boa Esperanca,-13.086244070720138,-20.75999455177985,-44.86142151133211,,,
Boa Esperanca Do Iguacu,-10.0,-25.635890270316757,-53.21452722260888,,,
Boa Esperanca Do Sul,-12.727272727272727,-21.994073588322774,-48.38922269772673,,,
Boa Ventura,-21.0,-21.207949118544864,-41.88977443369495,,,
Boa Viagem,-8.0,-5.124810592396404,-39.73121373681471,,,
Boa Vista,-21.136102236421724,2.8247154054330545,-60.6943890192167,,,
Boa Vista Da Aparecida,-17.75,-25.436927985795897,-53.408164084783515,,,
Boa Vista Das Missoes,-39.0,-27.66153477888417,-53.31687080336221,,,
Boa Vista Do Burica,-14.0,-27.668575708764678,-54.11072132403926,,,
Boa Vista Do Cadeado,-7.0,-28.57784247965511,-53.814064400269004,,,
Boa Vista Do Gurupi,12.5,-1.7953781762249652,-46.299441507231606,,,
Boa Vista Do Sul,-19.0,-29.346517351946535,-51.672474115397485,,,
Boca Da Mata,-35.0,-9.644092879422342,-36.213987953016556,,,
Bocaina,-14.352750809061488,-21.699594961967914,-48.31828274017862,,,
Bocaiuva,-17.0,-17.113996073970316,-43.813786644672106,,,
Bodo,-11.0,-5.988987926410246,-36.41243181692128,,,
Bodoco,-18.0,-7.778685120343669,-39.93689754307258,,,
Bodoquena,-10.0,-20.550141919277916,-56.676040859921024,,,
Bom Conselho,-16.857142857142858,-9.176445417253401,-36.68004737812928,,,
Bom Despacho,-14.605263157894736,-19.74014045479232,-45.25861139178934,,,
Bom Jardim De Goias,-5.0,-16.201543815597454,-52.174784710654805,,,
Bom Jardim De Minas,-12.875,-21.94865946390439,-44.18564722690645,,,
Bom Jesus,-14.629059829059829,-16.432142882438878,-48.6747736230202,,,
Bom Jesus Da Lapa,-14.444444444444445,-13.253728092640765,-43.41213241556584,,,
Bom Jesus Da Penha,-18.5,-21.018066848961627,-46.51884494727001,,,
Bom Jesus Da Serra,-14.0,-14.373533370321043,-40.507128486522724,,,
Bom Jesus Das Selvas,-15.5,-4.488114154879397,-46.854382086708505,,,
Bom Jesus Do Amparo,-22.0,-19.70770771675895,-43.475249717636665,,,
Bom Jesus Do Araguaia,-5.0,-12.252173190355476,-51.56961046532804,,,
Bom Jesus Do Galho,-15.0,-19.706760797412404,-42.566343501179134,,,
Bom Jesus Do Itabapoana,-9.75,-21.133823234688695,-41.67673131265354,,,
Bom Jesus Do Norte,-10.75,-21.126170093929716,-41.672395604771566,,,
Bom Jesus Do Sul,-14.0,-26.194314433080375,-53.5988818186515,,,
Bom Jesus Do Tocantins,-16.0,-5.046689949820295,-48.59991158935672,,,
Bom Principio,-11.833333333333334,-29.47978868277756,-51.35818639381889,,,
Bom Repouso,-8.0,-22.4708634482104,-46.14660109136166,,,
Bom Retiro,-35.0,-27.798403799593693,-49.48858675370591,,,
Bom Retiro Do Sul,-13.0,-29.600050685707313,-51.935376076189385,,,
Bom Sucesso,-16.034246575342465,-21.143044468855944,-45.04509367246907,,,
Bonfim,-21.553398058252426,-19.64074732926381,-44.499861079613595,,,
Bonfim Paulista,-11.277777777777779,-21.253423349935215,-47.816947598620715,,,
Bonfinopolis,-13.5,-16.61315717601236,-48.96442547754816,,,
Boninal,-26.0,-12.710701917149569,-41.83039694506672,,,
Bonito,-10.777126099706745,-18.103728527164897,-51.84002392981556,,,
Bonito De Minas,-2.0,-15.32313365488014,-44.75789116987176,,,
Bonito De Santa Fe,-16.0,-7.313342946555163,-38.51421804158558,,,
Boqueirao Do Leao,-8.5,-29.302383990541063,-52.43005843143092,,,
Boquim,,-11.146862520236098,-37.61913540926631,,,
Boquira,-9.0,-12.810420911518445,-42.721960453366975,,,
Boraceia,-11.0,-22.196114616056363,-48.77809821353732,,,
Borborema,-14.0,-21.620537763726293,-49.074897522354064,,,
Borrazopolis,-7.0,-23.940207103465113,-51.58528009970745,,,
Bossoroca,-17.0,-28.72679476219898,-54.91189650513312,,,
Botelho,-17.0,-21.975891484603352,-47.675090169220525,,,
Botelhos,-12.625,-21.64800458020063,-46.39818602714594,,,
Botupora,-1.0,-13.379028009389248,-42.52237355251331,,,
Botuvera,-12.0,-27.200822028030466,-49.07837365853379,,,
Braco Do Rio,-1.5,-19.24593411404079,-40.091152596757134,,,
Braganca,-21.444444444444443,-1.059324365711509,-46.76859374064938,,,
Bras Pires,-13.0,-20.854303537411404,-43.242622341042356,,,
Brasil Novo,-16.333333333333332,-3.3035998782461955,-52.53893989816591,,,
Brasilandia,-8.0,-21.267829300190947,-52.06990983738311,,,
Brasilandia De Minas,2.0,-17.006316310523424,-46.008412431617955,,,
Brasileia,-11.0,-11.006781915861994,-68.74880343319931,,,
Brasilia De Minas,-18.444444444444443,-16.214277927917607,-44.43268618718585,,,
Brasopolis,-8.0,-22.479179200622745,-45.616959909646106,,,
Brauna,-8.8,-21.50403180486514,-50.3219627277635,,,
Braunas,-16.0,-19.20869666709772,-42.97641519891935,,,
Brazabrantes,-9.0,-16.432173555843978,-49.38686593618165,,,
Brazopolis,-15.5,-22.479179200622745,-45.6169599096461,,,
Brejetuba,-5.0,-20.14734739884345,-41.29154720249478,,,
Brejo,-7.0,-3.679507266655901,-42.75333051254676,,,
Brejo Bonito,-8.0,-21.8513394321701,-50.71456121963189,,,
Brejo Da Madre De Deus,-15.25,-8.122700502898445,-36.3499929531821,,,
Brejo Do Cruz,-19.0,-6.347510092635871,-37.4999745772911,,,
Brejo Dos Santos,-27.0,-6.376984640866801,-37.82517086477762,,,
Brejo Grande,-14.0,-10.43007145626256,-36.46656089630383,,,
Brejo Santo,-5.1,-7.489348910462569,-38.983970971331686,,,
Brejoes,-13.0,-13.100003439556863,-39.80915359448122,,,
Brejolandia,0.0,-12.484797099889365,-43.961172580152045,,,
Breu Branco,-6.0,-3.77528665049763,-49.564048904617,,,
Breves,-24.0,-1.6837764453285624,-50.47904828328971,,,
Britania,-21.0,-15.243642029698417,-51.164654906950574,,,
Brodowski,-12.444444444444445,-20.989159414713715,-47.65469199376631,,,
Brotas De Macaubas,-13.0,-12.003587277574512,-42.623332658437,,,
Brumadinho,-15.192307692307692,-20.139633622914374,-44.176867377800285,,,
Brumado,-13.380952380952381,-14.205390362926417,-41.671351512555404,,,
Bueno Brandao,-11.25,-22.442697042093407,-46.348731688756494,,,
Buenopolis,-12.25,-17.875059649607266,-44.16951085733802,,,
Buenos Aires,-18.5,-7.7244413749003495,-35.327301071340315,,,
Buerarema,3.0,-14.957693378406061,-39.303719938844445,,,
Bugre,-22.0,-19.42869451772533,-42.256885357629436,,,
Buique,-15.0,-8.62060978721165,-37.14944718709074,,,
Buri,-12.9,-23.799153907667765,-48.600129248165764,,,
Buriti,-20.0,-3.944657148141793,-42.913889726142784,,,
Buriti Alegre,-18.0,-18.13639637143885,-49.04102855176892,,,
Buriti Do Tocantins,-7.0,-5.319096569984696,-48.22021182572062,,,
Buriti Dos Lopes,-19.0,-3.177679037196959,-41.869195093358684,,,
Buriticupu,-23.75,-4.316653440357771,-46.458779264845255,,,
Buritirama,6.5,-10.714720124763799,-43.634267531036194,,,
Buritis,-13.272396212672978,-15.406966711253126,-47.13486991372596,,,
Buritizal,-4.0,-20.193815057823777,-47.710138702449754,,,
Buritizeiro,-14.75,-17.362872929579012,-44.97274911433183,,,
Butia,-14.333333333333334,-30.119872339556245,-51.96273772879701,,,
Caarapo,-14.75,-22.632716841322644,-54.823902202730146,,,
Cabaceiras Do Paraguacu,-16.0,-12.545654667244184,-39.17156119319565,,,
Cabeceira Grande,-12.666666666666666,-16.055885220072298,-47.14426957335076,,,
Cabeceiras,-6.0,-15.805134870175282,-46.930909768071736,,,
Cabedelo,-16.091428571428573,-7.042659461591451,-34.85237739055138,,,
Cabixi,-23.0,-13.481628397195339,-60.532390364385904,,,
Cabo De Santo Agostinho,-13.878892733564014,-8.273674972843942,-35.01341435044745,,,
Cabo Frio,-6.885271158586688,-22.87726301617149,-42.03263583368557,,,
Cabo Verde,-20.0,-21.474113483066013,-46.39561905723443,,,
Cabralia Paulista,-15.0,-22.456451283206913,-49.33787478617283,,,
Cabreuva,-12.333333333333334,-23.274797441063946,-47.087194087137846,,,
Cabrobo,-19.166666666666668,-8.508697397497848,-39.309300152427944,,,
Cacapava,-13.84838604499511,-23.10098182517469,-45.706830842493424,,,
Cacapava Do Sul,-18.0,-30.51370657993137,-53.48920581228715,,,
Cacaulandia,-36.0,-10.339510122396385,-62.908736720340116,,,
Cacequi,-15.666666666666666,-29.883453443970605,-54.826384348797724,,,
Caceres,-14.0,-16.064622918356516,-57.68725351550094,,,
Cachoeira,-21.5,-12.60053973911281,-38.964836893450425,,,
Cachoeira Alta,-18.0,-18.75347309264925,-50.94690617312255,,,
Cachoeira Da Prata,-16.5,-19.524744817778352,-44.45065369080215,,,
Cachoeira De Minas,-15.666666666666666,-22.35618006847484,-45.78270926829074,,,
Cachoeira De Pajeu,-12.666666666666666,-15.95986363620597,-41.48442449270968,,,
Cachoeira Do Brumado,3.0,-20.39476345719793,-43.27792861411475,,,
Cachoeira Do Campo,-18.0,-20.338070557810298,-43.68261389581017,,,
Cachoeira Dourada,-20.23404255319149,-18.502812204651875,-49.48730382903026,,,
Cachoeira Paulista,-16.64,-22.66614386362443,-45.01009931203418,,,
Cachoeiras De Macacu,-11.543325526932085,-22.471113672049494,-42.65768277696614,,,
Cacimbinhas,,-9.401102199577224,-36.979227758458215,,,
Cacoal,-22.98076923076923,-11.431585262060908,-61.451973917999645,,,
Caconde,-12.7,-21.528583503439847,-46.64486213643156,,,
Cacu,-10.0,-18.56712347206818,-51.1345590297816,,,
Cacule,9.666666666666666,-14.501526067953598,-42.22304147642708,,,
Caem,-8.0,-11.118310942017905,-40.38588962424043,,,
Caetanopolis,-19.125,-19.30409745887857,-44.4094422534488,,,
Caete,-12.851851851851851,-19.885495972269524,-43.66515199790922,,,
Caetes,-27.0,-8.774425478355141,-36.62489739458794,,,
Caetite,-12.9,-14.065827021479311,-42.48783532390734,,,
Cafeara,-20.5,-22.78955394285736,-51.71531588631568,,,
Caiana,-11.333333333333334,-20.69789948474924,-41.922451276616826,,,
Caiaponia,-12.0,-16.95646644364806,-51.813283766444634,,,
Caibate,-24.0,-28.28958022679717,-54.64034103157848,,,
Caibi,-12.0,-27.074387626829672,-53.24907854489659,,,
Caicara Do Norte,-15.0,-5.063243389938777,-36.050896625534854,,,
Caico,-14.4,-6.463409349722276,-37.09341474018666,,,
Caieiras,-12.006071731149392,-23.362706209742413,-46.738473702859956,,,
Cairu,-9.0,-13.484783183416193,-39.02506035910309,,,
Caiua,-15.5,-21.83134738267053,-51.990209567967156,,,
Cajapio,-6.0,-2.876638053845166,-44.673634414421876,,,
Cajari,-22.0,-3.321587043160953,-45.01418041368258,,,
Cajati,-13.8125,-24.728332929279564,-48.11332912420281,,,
Cajazeiras,-18.363636363636363,-6.887764263321408,-38.559062955538515,,,
Cajobi,-16.0,-20.87792303444621,-48.81083126249009,,,
Cajueiro,-5.0,-9.398762700999793,-36.146956946374715,,,
Cajuri,-11.0,-20.78916534559209,-42.79549770375318,,,
Cajuru,-11.333333333333334,-21.274426002807616,-47.305159852318155,,,
Calcado,-7.0,-8.742144182486907,-36.33608076828514,,,
Caldas,-11.4,-21.913251913326253,-46.39306193237529,,,
Caldas Brandao,-11.0,-7.161965454299922,-35.34996167963895,,,
Caldas Do Jorro,-9.0,-11.027780139903946,-38.791894904061046,,,
Caldas Novas,-12.222222222222221,-17.74012274003194,-48.61930588100696,,,
Caldeirao Grande,-14.0,-11.10756394472403,-40.07057237647189,,,
Caldeirao Grande Do Piaui,-13.0,-7.33222919962967,-40.63667015643963,,,
California Da Barra,-15.5,-21.51765512409707,-43.85246285090665,,,
Calmon,-2.0,-26.602931196443897,-51.099089272478885,,,
Camacan,-8.0,-15.414473583741774,-39.49573091873063,,,
Camacari,-6.744855967078189,-12.702935415799368,-38.32704072348961,,,
Camacho,-18.0,-20.626884207809496,-45.155724552063674,,,
Camamu,-17.5,-13.953358700008073,-39.116264052737584,,,
Camapua,-17.0,-19.535436051076136,-54.04235699384736,,,
Camaqua,-19.25,-30.854071534903333,-51.808620559476125,,,
Camaragibe,-13.71018276762402,-8.015587594654889,-34.98672982943749,,,
Cambara,-14.333333333333334,-23.0416721391582,-50.07522262791197,,,
Cambara Do Sul,-17.0,-29.05371154274163,-50.14464366422576,,,
Cambiasca,-13.0,-21.714719999999943,-41.92499999999996,,,
Cambira,-14.0,-23.605500045382808,-51.57753088719385,,,
Cambuci,-2.375,-21.57434606224571,-41.9115263333013,,,
Cambui,-11.909090909090908,-22.611936487633038,-46.05805292605788,,,
Cambuquira,-11.4,-21.854638775990423,-45.29688395498059,,,
Cameta,-15.25,-2.250128474268698,-49.49723264398959,,,
Camocim,-14.875,-2.90303566812707,-40.84688864835992,,,
Camocim De Sao Felix,-21.5,-8.361373475780852,-35.762788622076954,,,
Campanario,-13.5,-18.24000322829645,-41.72805532246127,,,
Campestre,-10.666666666666666,-21.710827550983815,-46.246751118896505,,,
Campestre Da Serra,-22.5,-28.794495996195717,-51.098534966109604,,,
Campestre Do Maranhao,-0.5,-6.180537088780195,-47.35066286379947,,,
Campina Da Lagoa,25.0,-24.59211804443721,-52.80376414808603,,,
Campina Do Monte Alegre,-16.0,-23.571758038155142,-48.436810027920366,,,
Campina Grande Do Sul,-15.555555555555555,-25.345384378962788,-49.08953347128292,,,
Campina Verde,-14.9,-19.5353499185091,-49.491609471250435,,,
Campinacu,-13.0,-13.809214572879256,-48.56732298895772,,,
Campinapolis,-2.3333333333333335,-14.415776980702317,-52.84381447789828,,,
Campinas Do Sul,-24.0,-27.717902301016725,-52.62415519655241,,,
Campinorte,-15.857142857142858,-14.312999984691519,-49.153655794044916,,,
Campo Alegre,-7.0,-18.22623978859963,-43.0367069306035,,,
Campo Alegre De Goias,4.0,-17.63539557959856,-47.7761984522561,,,
Campo Alegre De Lourdes,-14.0,-9.513954384722881,-43.018038763087375,,,
Campo Alegre De Minas,-5.0,-19.099162775692967,-41.03380534053093,,,
Campo Alegre Do Fidalgo,-7.0,-8.377521277196188,-41.836442559380714,,,
Campo Azul,-24.0,-16.505728294096443,-44.811677797827386,,,
Campo Belo,-15.333333333333334,-20.893531447278015,-45.27572348532854,,,
Campo Bonito,,-25.03348379417203,-52.99204548871616,,,
Campo Do Brito,-16.0,-10.751676504033783,-37.49305967799138,,,
Campo Do Tenente,8.0,-25.98401358771999,-49.67910298311365,,,
Campo Ere,-11.0,-26.39527201641889,-53.08009618492944,,,
Campo Florido,-18.0,-19.76241712969078,-48.57504542365211,,,
Campo Formoso,-13.9,-10.505535233663055,-40.32389630188154,,,
Campo Grande Do Piaui,-15.0,-7.143079300003445,-41.0416549645165,,,
Campo Maior,-18.428571428571427,-4.830032666640971,-42.1697382115917,,,
Campo Novo,-14.0,-27.676796323274242,-53.80723713575276,,,
Campo Novo Do Parecis,-16.933333333333334,-13.678739773966848,-57.89540839585879,,,
Campo Verde,-12.9,-15.550699776388191,-55.17190558221742,,,
Campos Altos,-16.2,-19.696900764248213,-46.1700770722563,,,
Campos Belos,-11.285714285714286,-13.037238709521697,-46.76974240764585,,,
Campos Borges,-14.0,-28.886452474788598,-53.00151693615692,,,
Campos De Julio,-17.666666666666668,-13.721366718323713,-59.25962289299436,,,
Campos Do Jordao,-14.64,-22.73616949014794,-45.58599746725424,,,
Campos Gerais,-8.25,-21.237009192289822,-45.76002098329447,,,
Campos Sales,-10.25,-7.075048603532603,-40.373832032609286,,,
Campos Verdes,-14.0,-14.264870897670123,-49.65672387213477,,,
Camutanga,-23.0,-7.408333948577803,-35.27303670858118,,,
Canaa,-17.0,-20.687210819235325,-42.62026823969281,,,
Canaa Dos Carajas,-5.555555555555555,-6.529615937809024,-49.85743159680344,,,
Canapi,-7.0,-9.115906531545123,-37.60678416721471,,,
Canapolis,-17.419354838709676,-18.541632435221725,-49.03778919133146,,,
Canarana,-7.143780290791599,-13.4912785562968,-51.94828726490135,,,
Canavieiras,-8.0,-15.6736749835914,-38.949596080034134,,,
Candeal,-10.0,-11.807183359062552,-39.119634262142434,,,
Candeias,-13.695827725437416,-16.75125605021865,-41.934351347484025,,,
Candeias Do Jamari,-28.0,-8.814138436356746,-63.664024097752346,,,
Candelaria,-24.5,-29.670914684247638,-52.788970931416,,,
Candido De Abreu,-9.75,-24.572087023229347,-51.33590650997999,,,
Candido Godoi,-20.0,-27.94920978160943,-54.752267456405704,,,
Candido Mendes,9.0,-1.5071695773866027,-45.731360277492165,,,
Candido Mota,-16.0,-22.751081004825203,-50.38720869113689,,,
Candido Rodrigues,-15.0,-21.324934748246672,-48.631678364990236,,,
Candido Sales,-10.666666666666666,-15.473398942429341,-41.24744222739047,,,
Candiota,-16.75,-31.500420809940444,-53.693130310392256,,,
Candoi,-21.0,-25.56567671575226,-52.04303723079578,,,
Canela,-17.823529411764707,-29.36044022625955,-50.81066234990898,,,
Canelinha,-19.5,-27.265663604167866,-48.76818754573919,,,
Cangucu,-16.083333333333332,-31.39579972815263,-52.676916323437624,,,
Canhotinho,-8.0,-8.87808736309559,-36.19768137199234,,,
Caninde,-14.0,-4.3557783599740585,-39.31436115890773,,,
Caninde De Sao Francisco,-18.0,-9.66817000954801,-37.794551349162354,,,
Canitar,-12.0,-23.005264422444515,-49.783430294556474,,,
Cansancao,-20.428571428571427,-10.66998006320967,-39.49710576193575,,,
Cantagalo,-14.366812227074236,-22.099730411258513,-42.85395494389152,,,
Cantanhede,-21.0,-3.635001963012795,-44.37819517004797,,,
Canto Do Buriti,-11.0,-8.110270658034484,-42.94733304603078,,,
Canudos,-25.0,-9.900410456752741,-39.034089321347636,,,
Capanema,-9.975814931650893,-22.97167848817756,-53.074525227880386,,,
Capao Bonito,-11.95171611401978,-24.004639937093774,-48.34888280322425,,,
Capao Da Canoa,-16.973684210526315,-29.736633937103537,-50.00871413105784,,,
Capao Da Porteira,-10.0,-30.092809899462708,-50.694388328298245,,,
Capao Do Cipo,-20.333333333333332,-28.93721401164782,-54.55877183510412,,,
Capao Do Leao,-8.25,-31.76701456440513,-52.45948369077547,,,
Caparao,-10.0,-20.52392468730391,-41.90630806664008,,,
Capela,-4.666666666666667,-10.504290565975928,-37.053739781815864,,,
Capela De Santana,-21.5,-29.680512295650857,-51.32118781599505,,,
Capela Do Alto,-5.333333333333333,-23.476900722788834,-47.73869781696906,,,
Capela Do Alto Alegre,-8.0,-11.67160677781496,-39.835906408693994,,,
Capela Nova,-11.0,-20.92534350398578,-43.620567588016115,,,
Capelinha,-15.736842105263158,-17.695889076513044,-42.51735231797427,,,
Capetinga,-14.5,-20.621099796616186,-47.05516573685892,,,
Capim Branco,-21.5,-19.547220777898243,-44.1314058748802,,,
Capim Grosso,-14.6,-11.380620672479836,-40.011465573691034,,,
Capinopolis,-18.545454545454547,-18.684476997608655,-49.5725571179197,,,
Capinzal,-11.0,-27.352628011182308,-51.60578720910826,,,
Capinzal Do Norte,78.0,-4.711055273955796,-44.32736161571313,,,
Capistrano,-13.0,-4.4680531641076335,-38.901134211958734,,,
Capitao,-14.0,-29.27043068466021,-51.98836596142513,,,
Capitao Andrade,-17.0,-19.071183051265177,-41.8632453890104,,,
Capitao Eneas,-28.0,-16.55708209814901,-43.748552812591626,,,
Capitao Leonidas Marques,-14.6,-25.48664058474843,-53.60103427207965,,,
Capitao Poco,-17.0,-1.7552726165993424,-47.06725484810804,,,
Capitolio,-10.6,-20.61610364080061,-46.04670711059021,,,
Capivari De Baixo,-10.6,-28.44416522956648,-48.95660973919737,,,
Capivari Do Sul,-1.0,-30.143748672461925,-50.51202692411385,,,
Capoeiras,-25.0,-8.738398503248888,-36.62696357103045,,,
Caputira,-21.0,-20.172712451218008,-42.2708373021644,,,
Caracol,-17.0,-21.989173413934324,-57.01148678614192,,,
Caraguatatuba,-11.332596277869909,-23.632541263996533,-45.41279884598674,,,
Carai,-13.5,-17.187384231128462,-41.69734068618584,,,
Caraiba,-13.5,-7.804887691816115,-37.793588116020146,,,
Caraibas,-4.0,-14.706062083229062,-41.26424387266528,,,
Carajas,-21.0,-12.521263887473877,-48.4034936003218,,,
Carambei,-10.0,-24.947424285369436,-50.119053683402974,,,
Carandai,-15.454545454545455,-20.95008683073107,-43.80378347912661,,,
Carangola,-13.2,-20.732404429910613,-42.02985018888284,,,
Carapebus,-9.0,-22.191633805563114,-41.65936615252318,,,
Caraubas,-15.666666666666666,-5.789489318045375,-37.55869323027656,,,
Caravelas,-14.333333333333334,-17.729722910287727,-39.26441534623825,,,
Carbonita,-17.75,-17.535873501189737,-43.016459669774186,,,
Cardoso,-19.833333333333332,-20.081577407785634,-49.91252514965633,,,
Cardoso Moreira,-13.5,-21.492958974260734,-41.61677340913089,,,
Careacu,-13.5,-21.867689297078307,-45.86868379942762,,,
Caridade,-14.0,-4.233546845662752,-39.20147760153702,,,
Carinhanha,-5.5,-14.293488567649575,-43.77101364867714,,,
Carire,-18.0,-3.9491632144955258,-40.475489305986464,,,
Cariri Do Tocantins,-7.0,-11.916045581854561,-49.17071931098785,,,
Caririacu,-16.5,-7.040977500888343,-39.288805732242196,,,
Carius,1.0,-6.535978013297,-39.496343801011186,,,
Carlinda,-26.0,-9.966935531617258,-55.82384690566573,,,
Carlopolis,-13.166666666666666,-23.427680466957188,-49.718145711163125,,,
Carlos Barbosa,-15.157894736842104,-29.297972828152634,-51.50305044097565,,,
Carlos Chagas,-12.5,-17.648783476958187,-40.8892115197584,,,
Carmesia,-2.0,-19.086351279863255,-43.140393050850584,,,
Carmo,-6.083333333333333,-21.932066089976125,-42.60705331882531,,,
Carmo Da Cachoeira,-15.25,-21.461188896108524,-45.22069447893064,,,
Carmo De Minas,-14.0,-22.121099395444304,-45.125182995646206,,,
Carmo Do Paranaiba,-14.625,-18.998627111546597,-46.30995250477631,,,
Carmo Do Rio Claro,-14.88888888888889,-20.971414082607943,-46.12166275471376,,,
Carmo Do Rio Verde,-16.5,-15.356895077264507,-49.70235518936493,,,
Carmolandia,-14.0,-7.035135193916087,-48.396199949532765,,,
Carmopolis,-0.5,-10.648277527326503,-36.98751475634349,,,
Carmopolis De Minas,-18.2,-20.539636931951886,-44.63638112481245,,,
Carnaiba Do Sertao,-11.0,-9.589271582271095,-40.425445511064936,,,
Carnauba Dos Dantas,-21.0,-6.556816448895246,-36.592479115047226,,,
Carnaubais,-20.0,-5.337629724298077,-36.836622366911385,,,
Carnaubal,-7.5,-4.164310050016116,-40.93904019400211,,,
Carneirinho,-17.666666666666668,-19.712181671469132,-50.72125112535891,,,
Carolina,-5.5,-7.330871339119475,-47.46839380611532,,,
Carpina,-8.234177215189874,-7.848545658331845,-35.2563705006517,,,
Carrancas,-18.0,-21.48906362475575,-44.64233118940556,,,
Carutapera,-12.0,-1.2047595080778803,-46.0210012211556,,,
Carvalhopolis,-7.666666666666667,-21.778528814768165,-45.84290118354757,,,
Casa Branca,-17.153846153846153,-21.789578382056817,-47.07154461169441,,,
Casa Nova,-16.833333333333332,-9.179311475008912,-40.97942536734148,,,
Casca,-16.714285714285715,-28.56544098248803,-51.97494147310212,,,
Cascalho Rico,-18.0,-18.59563089297449,-47.88032204803273,,,
Caseiros,-10.0,-28.269883928654377,-51.70105753770166,,,
Casimiro De Abreu,-13.6,-22.486853879103702,-42.191383850162055,,,
Cassia,-12.5,-20.582773597065916,-46.92218518019784,,,
Cassia Dos Coqueiros,-29.0,-21.28120935589544,-47.16841463253726,,,
Cassilandia,-13.8,-19.113163572813953,-51.74092450092956,,,
Castanhal,-17.906077348066297,-1.2920957323669346,-47.926531080008864,,,
Castanheira,-16.0,-11.137831364658147,-58.61043266887967,,,
Castanheiras,-11.0,-11.428136237852536,-61.95083874732318,,,
Castelandia,-17.2,-18.089046479461658,-50.22011451683528,,,
Castelo,-9.61111111111111,-20.605142342946397,-41.205064130819856,,,
Castelo Do Piaui,-10.5,-5.319752182816734,-41.55042419742094,,,
